gp_code,village_code,sub_district_code,sub_district_name,total_hhd,availablility_hours_of_domestic_electricity,availability_of_telephone_services,total_hhd_having_piped_water_connection,total_hhd_not_having_sanitary_latrines
99852,251443,1463,nasriganj,310,3,2,100,20
95660,255308,1494,manpur,280,3,2,250,30
99764,252579,1473,dehri,400,3,2,200,5
99764,252583,1473,dehri,400,3,2,200,20
93761,221518,1112,narpatganj,160,4,2,30,0
93761,221485,1112,narpatganj,450,4,2,200,5
93761,221484,1112,narpatganj,910,4,2,800,910
93780,221516,1112,narpatganj,0,4,3,0,0
96121,258851,1529,lakshmipur,362,3,2,10,30
95673,257093,1509,mohanpur,600,4,2,400,80
99832,251766,1467,kargahar,430,4,3,0,0
93763,221516,1112,narpatganj,8465,4,2,3500,2865
94698,239733,1341,shahkund,362,4,2,300,20
93781,221483,1112,narpatganj,562,4,2,223,205
99761,251089,1459,dawath,500,4,2,240,0
100958,219636,1075,bajpatti,1436,4,2,1200,500
101447,232749,1247,siswan,145,4,2,50,0
95733,254839,1488,tikari,1200,4,2,1050,250
100779,234072,1263,parsa,265,3,2,172,144
100779,234039,1263,parsa,275,3,2,210,185
96344,249163,1448,kudra,0,5,4,0,0
96908,243688,1369,chanan*,90,4,2,20,10
101263,231795,1235,bhagwanpur_hat,27,4,2,20,0
96184,260196,1536,jehanabad,0,5,4,0,0
101263,231793,1235,bhagwanpur_hat,169,4,2,60,0
101263,231794,1235,bhagwanpur_hat,108,3,2,50,5
98461,257580,1513,warisaliganj,1200,4,2,0,0
96344,249162,1448,kudra,352,4,2,200,0
99909,251539,1465,sanjhauli,245,2,2,120,0
99739,251176,1461,bikramganj,985,3,2,900,0
99739,251170,1461,bikramganj,98,3,2,98,0
99739,251169,1461,bikramganj,55,4,2,55,0
99739,251218,1461,bikramganj,110,4,2,110,0
99739,251177,1461,bikramganj,1,5,4,0,0
99739,251172,1461,bikramganj,0,4,4,0,0
99739,251174,1461,bikramganj,0,4,4,0,0
94784,246847,1423,barhara,1113,4,2,1003,158
99739,251173,1461,bikramganj,0,5,4,0,0
99739,251171,1461,bikramganj,4,3,2,0,0
99739,251175,1461,bikramganj,134,3,2,0,0
95669,257160,1509,mohanpur,253,4,2,253,150
94412,237508,1306,garhpura,461,4,2,350,0
99721,252526,1472,akorhi_gola,1805,3,3,500,15
99721,252533,1472,akorhi_gola,292,2,2,50,0
94110,242399,1355,bausi,210,3,2,120,25
93671,221678,1114,bhargama,5143,3,2,0,500
94110,242394,1355,bausi,200,2,3,185,8
94110,242389,1355,bausi,2100,3,4,50,10
94110,242401,1355,bausi,320,3,3,35,25
94110,242400,1355,bausi,385,3,2,185,52
94110,242392,1355,bausi,610,3,2,325,12
94110,242393,1355,bausi,130,3,2,87,12
99824,251867,1467,kargahar,200,4,2,100,15
96334,249558,1450,durgawati,650,3,2,575,2
96334,249559,1450,durgawati,795,3,2,760,28
100751,233743,1259,nagra,1439,4,2,0,200
94434,238450,1320,matihani,1125,2,3,350,600
96340,249243,1448,kudra,400,2,2,50,20
96075,258989,1530,jhajha,42,4,2,42,0
94340,238134,1314,begusarai,1038,3,4,885,85
94083,241242,1350,banka,475,4,3,125,14
96646,238566,1322,alauli,600,4,4,300,25
94215,240914,1347,rajaun,1317,4,2,1105,300
94215,240915,1347,rajaun,45,4,2,0,20
94193,242161,1354,katoria,844,3,2,102,56
94193,242154,1354,katoria,245,3,2,49,25
97704,229178,1209,gaighat,626,4,2,415,0
94412,237509,1306,garhpura,465,4,2,345,0
99796,251019,1458,dinara,300,4,2,200,1
96347,249263,1448,kudra,24,4,2,10,0
94711,240248,1344,sonhaula,24,4,2,24,0
101245,231514,1231,barharia,435,3,2,4,4
94193,242141,1354,katoria,2500,3,2,309,66
94648,239032,1335,pirpainti,816,3,2,550,250
94638,239109,1335,pirpainti,20,5,4,0,2
94255,237783,1310,bachhwara,205,4,2,125,40
99832,251786,1467,kargahar,130,2,3,0,0
94122,242433,1355,bausi,37,3,2,0,22
94122,242436,1355,bausi,121,3,2,0,8
94122,242457,1355,bausi,51,3,4,0,0
94118,242385,1355,bausi,468,4,2,10,19
94118,242384,1355,bausi,1,4,2,0,0
94122,242455,1355,bausi,480,3,2,70,35
94122,242435,1355,bausi,255,3,2,40,10
94122,242432,1355,bausi,180,3,2,0,8
94122,242434,1355,bausi,60,3,2,35,10
94122,242444,1355,bausi,37,3,2,0,0
94122,242431,1355,bausi,230,3,2,70,20
94122,242437,1355,bausi,155,3,2,0,20
94122,242439,1355,bausi,25,3,2,0,10
94122,242448,1355,bausi,175,3,2,90,10
94122,242460,1355,bausi,105,3,2,0,40
94122,242445,1355,bausi,1,5,2,0,0
94122,242440,1355,bausi,105,3,2,0,0
94122,242451,1355,bausi,750,3,2,60,0
94122,242441,1355,bausi,80,3,2,0,35
94122,242442,1355,bausi,35,3,2,0,0
94122,242459,1355,bausi,230,3,2,205,20
94122,242456,1355,bausi,5,5,2,0,0
99901,252663,1475,rohtas,450,3,2,75,22
99731,251188,1461,bikramganj,142,4,2,0,5
99731,251193,1461,bikramganj,347,4,3,322,2
99731,251194,1461,bikramganj,484,4,3,405,7
99731,251213,1461,bikramganj,42,4,3,0,0
101263,231792,1235,bhagwanpur_hat,120,4,2,0,0
99960,252657,1474,tilouthu,1850,4,3,1387,0
99731,251214,1461,bikramganj,62,4,3,0,0
94396,237468,1305,chhorahi,450,4,2,400,30
99337,218713,1057,mehsi,351,4,3,351,0
94090,241304,1350,banka,486,2,4,486,420
95716,256317,1503,sherghati,250,4,2,150,50
95716,256287,1503,sherghati,375,4,2,60,15
96285,250146,1453,bhabua,654,2,2,110,10
99338,218727,1057,mehsi,424,3,2,424,0
101266,231764,1235,bhagwanpur_hat,145,4,2,20,10
99965,226701,1180,banma_itahri,1556,4,2,920,0
101182,219014,1064,suppi,180,4,2,39,10
101182,219023,1064,suppi,900,4,3,700,20
94525,239269,1336,kahalgaon,105,3,2,103,8
94525,239270,1336,kahalgaon,150,3,2,0,0
94525,904259,1336,kahalgaon,152,4,2,123,45
96347,249256,1448,kudra,0,5,4,0,0
98461,257563,1513,warisaliganj,1000,2,3,0,0
96326,249529,1450,durgawati,35,2,3,25,0
98461,257579,1513,warisaliganj,100,4,3,0,0
101447,232788,1247,siswan,110,3,2,110,10
96224,260456,1540,makhdumpur,700,2,2,700,2
94412,237504,1306,garhpura,400,4,2,382,0
101937,236072,1282,sahdai_buzurg,208,3,2,0,45
101260,231798,1235,bhagwanpur_hat,7,4,2,1,1
96344,249167,1448,kudra,50,4,2,23,15
95669,257161,1509,mohanpur,30,4,2,30,0
94948,247695,1433,tarari,550,4,2,50,15
95678,257070,1509,mohanpur,105,3,2,80,20
99731,251215,1461,bikramganj,291,4,3,280,2
100090,226574,1177,sonbarsa,1197,4,2,1080,10
93855,221963,1118,sikti,81,4,2,81,0
93726,222202,1120,jokihat,285,2,2,2,2
101048,219752,1078,nanpur,400,3,3,42,42
100972,219264,1069,bathnaha,162,3,2,122,12
96224,260453,1540,makhdumpur,1000,3,2,200,50
95684,257198,1509,mohanpur,151,4,3,58,79
99782,250975,1458,dinara,299,3,2,270,0
101260,231782,1235,bhagwanpur_hat,370,3,2,100,15
101582,221127,1105,raghopur,510,1,4,309,50
96227,260460,1540,makhdumpur,102,4,2,98,6
100008,226259,1171,nauhatta,258,3,2,104,128
95507,256486,1505,bodh_gaya,110,3,2,110,0
96126,258837,1529,lakshmipur,43,3,2,0,31
96267,250072,1453,bhabua,1476,4,4,0,0
101262,231770,1235,bhagwanpur_hat,210,4,2,198,0
99911,251511,1465,sanjhauli,340,3,2,20,0
99911,251507,1465,sanjhauli,1060,3,2,20,2
99911,251510,1465,sanjhauli,1080,4,2,20,1
96340,249246,1448,kudra,112,3,2,110,10
96344,249199,1448,kudra,152,3,2,50,0
96326,249528,1450,durgawati,95,3,2,25,0
94211,240848,1347,rajaun,3220,3,2,380,148
101400,231290,1229,nautan,320,4,2,300,50
95669,257166,1509,mohanpur,2047,4,2,32,29
99732,251245,1461,bikramganj,31,3,2,30,0
100567,234267,1264,dariapur,1000,3,2,110,0
98461,257578,1513,warisaliganj,3000,3,2,0,0
94209,240815,1347,rajaun,0,5,4,0,0
96655,238556,1322,alauli,6500,3,4,4000,1000
96626,225385,1149,pranpur,607,3,2,450,150
96626,225384,1149,pranpur,78,3,2,60,18
101929,236042,1282,sahdai_buzurg,250,3,2,250,0
99868,252064,1469,nauhatta,11,4,2,11,0
101182,219022,1064,suppi,450,4,3,400,10
99782,250977,1458,dinara,166,4,2,51,8
94217,240911,1347,rajaun,0,5,4,0,0
97337,220200,1089,khajauli,983,3,4,802,105
95507,256523,1505,bodh_gaya,600,3,4,40,0
94537,239169,1336,kahalgaon,270,3,2,74,60
95507,256528,1505,bodh_gaya,0,5,4,0,0
100584,234156,1264,dariapur,348,3,3,302,100
94255,237782,1310,bachhwara,1215,4,2,823,125
94359,237598,1308,bhagwanpur,650,4,2,600,0
101397,231311,1229,nautan,217,4,4,30,5
101397,231314,1229,nautan,219,4,4,28,0
101397,231315,1229,nautan,77,1,4,10,5
94090,241306,1350,banka,75,4,2,60,0
101447,232787,1247,siswan,136,3,2,100,20
96185,260210,1536,jehanabad,32,4,3,32,0
100972,219265,1069,bathnaha,533,3,2,226,38
93781,221519,1112,narpatganj,800,4,2,100,359
94221,240858,1347,rajaun,455,4,2,242,320
94193,242068,1354,katoria,920,3,2,63,45
94359,237611,1308,bhagwanpur,0,5,4,0,0
96284,250029,1453,bhabua,550,4,2,50,130
94359,237613,1308,bhagwanpur,2,4,2,2,0
99824,251863,1467,kargahar,150,4,2,148,0
101582,221128,1105,raghopur,226,4,4,40,2
94735,239641,1340,sultanganj,0,1,4,0,0
101266,231766,1235,bhagwanpur_hat,298,4,2,100,6
100576,234269,1264,dariapur,715,4,2,210,0
101263,231791,1235,bhagwanpur_hat,143,4,2,0,0
101182,219021,1064,suppi,45,4,3,20,0
95507,256520,1505,bodh_gaya,615,4,3,72,0
98841,245404,1403,bihta,112,3,2,56,30
98841,245403,1403,bihta,146,3,4,146,50
96626,225387,1149,pranpur,9,3,2,0,0
97766,229151,1208,katra,982,3,3,982,245
94792,246845,1423,barhara,123,4,2,123,20
93835,221741,1115,raniganj,985,3,2,600,109
96285,250162,1453,bhabua,250,3,2,210,0
94657,239084,1335,pirpainti,137,4,4,106,32
101403,231304,1229,nautan,321,4,2,315,125
101403,231303,1229,nautan,260,4,2,255,200
99980,226414,1174,kahara,752,4,2,752,0
96344,249204,1448,kudra,480,4,3,154,45
101547,221277,1108,marauna,2757,4,2,1908,125
94799,247134,1427,behea,546,4,2,300,5
94536,239265,1336,kahalgaon,48,3,2,0,38
94536,239266,1336,kahalgaon,51,3,2,0,26
94536,239267,1336,kahalgaon,22,3,2,18,20
93740,222132,1120,jokihat,1210,3,2,540,0
101329,231576,1232,goriakothi,368,4,2,310,220
101329,231575,1232,goriakothi,370,4,2,50,50
101329,231605,1232,goriakothi,1400,4,2,75,10
96326,249536,1450,durgawati,132,3,3,125,0
96641,238547,1322,alauli,3182,4,4,2580,0
94086,241297,1350,banka,420,4,2,365,0
94086,241308,1350,banka,3,4,4,0,0
94086,241307,1350,banka,350,4,2,300,0
94086,241309,1350,banka,810,4,2,480,0
101398,231294,1229,nautan,205,4,4,200,5
101392,232120,1240,mairwa,244,3,3,150,4
98819,246408,1417,barh,2530,4,3,917,0
100562,234260,1264,dariapur,350,3,2,200,300
94090,241301,1350,banka,350,2,2,350,50
94158,241834,1353,chanan,38,3,2,38,30
99755,251105,1459,dawath,90,3,2,0,30
99911,251512,1465,sanjhauli,950,4,2,20,800
94521,904253,1336,kahalgaon,569,2,2,400,107
101224,231511,1231,barharia,290,1,4,50,0
99755,251103,1459,dawath,1500,3,2,600,0
101396,231327,1229,nautan,721,4,2,700,200
96340,249233,1448,kudra,566,3,2,400,30
98835,245485,1403,bihta,7500,4,2,5000,100
96327,249527,1450,durgawati,200,3,2,45,0
95677,257255,1509,mohanpur,55,4,2,55,45
95507,256521,1505,bodh_gaya,1500,4,2,25,0
99965,226703,1180,banma_itahri,987,4,2,0,0
94711,240246,1344,sonhaula,275,4,2,275,2
98463,257614,1513,warisaliganj,1000,3,3,555,500
98463,257599,1513,warisaliganj,244,3,3,200,40
96345,249284,1448,kudra,1000,2,2,50,500
100008,226243,1171,nauhatta,213,3,2,200,0
96274,250021,1453,bhabua,1200,2,2,150,10
96190,260221,1536,jehanabad,600,4,2,375,70
94649,239099,1335,pirpainti,72,2,4,25,47
99854,251424,1463,nasriganj,142,4,2,142,10
99854,251422,1463,nasriganj,150,4,2,110,5
99854,251421,1463,nasriganj,1526,4,2,1526,50
99854,251419,1463,nasriganj,85,4,2,85,10
99854,251418,1463,nasriganj,229,4,2,229,25
99854,251420,1463,nasriganj,665,4,2,665,35
95677,257211,1509,mohanpur,110,4,2,50,10
96688,238674,1325,chautham,252,4,2,222,12
96334,249557,1450,durgawati,0,5,4,0,0
101595,221125,1105,raghopur,1236,4,4,25,5
96227,260498,1540,makhdumpur,253,3,4,50,40
101263,231790,1235,bhagwanpur_hat,370,4,2,20,2
95046,248758,1444,itarhi,79,4,2,60,15
96190,260219,1536,jehanabad,168,4,2,168,40
101182,219024,1064,suppi,900,4,3,850,5
95714,256280,1503,sherghati,500,2,2,500,5
94805,247173,1427,behea,3162,4,2,112,60
96623,225398,1149,pranpur,286,2,3,280,0
101394,232111,1240,mairwa,881,3,2,260,5
101032,219556,1074,dumra,2759,3,2,2000,2500
98856,245614,1405,bikram,800,4,2,0,0
96334,249566,1450,durgawati,220,4,2,220,10
96334,249569,1450,durgawati,150,4,2,150,9
96334,249556,1450,durgawati,0,5,2,0,0
95713,256309,1503,sherghati,200,2,2,50,20
95507,256522,1505,bodh_gaya,1700,4,2,80,0
96334,249565,1450,durgawati,760,4,2,760,28
94521,239295,1336,kahalgaon,435,4,2,405,70
94521,239302,1336,kahalgaon,4,4,2,0,2
96327,249532,1450,durgawati,280,3,2,187,0
96283,250064,1453,bhabua,185,2,2,40,100
96256,250490,1456,adhaura,60,1,4,40,15
96256,250489,1456,adhaura,100,1,4,70,20
96256,250526,1456,adhaura,70,1,4,50,20
96256,250558,1456,adhaura,80,1,4,70,30
101285,232348,1242,darauli,224,4,4,170,0
95507,256516,1505,bodh_gaya,2000,3,2,2000,0
96344,249205,1448,kudra,170,4,2,50,8
101390,232144,1240,mairwa,638,3,3,200,50
95669,257162,1509,mohanpur,0,5,4,0,0
95669,257273,1509,mohanpur,171,4,2,123,0
96326,249535,1450,durgawati,25,2,2,0,0
94944,247657,1433,tarari,0,5,4,0,0
94998,248313,1441,buxar,1675,4,2,1175,33
95511,256529,1505,bodh_gaya,305,3,2,200,0
96435,225330,1148,azamnagar,0,5,4,0,0
96321,249696,1451,chand,218,4,2,30,0
93781,221490,1112,narpatganj,133,4,2,40,113
94944,247649,1433,tarari,0,5,4,0,0
94944,247647,1433,tarari,0,5,4,0,0
94944,247656,1433,tarari,0,5,4,0,0
94944,247655,1433,tarari,0,5,4,0,0
94944,247642,1433,tarari,0,5,4,0,0
94800,247168,1427,behea,534,4,4,275,0
101395,231324,1229,nautan,737,4,2,735,0
96326,249555,1450,durgawati,90,4,4,45,0
100580,234151,1264,dariapur,858,4,2,360,9
98809,929419,1417,barh,1969,3,3,1000,0
95517,256569,1505,bodh_gaya,1250,2,2,0,0
94527,239194,1336,kahalgaon,60,2,2,30,3
97772,229472,1213,kurhani,20,4,2,20,0
94652,239057,1335,pirpainti,456,4,2,300,50
94359,237628,1308,bhagwanpur,552,3,2,400,0
93843,221970,1118,sikti,1510,4,4,500,40
99077,245284,1400,patna_rural,0,5,4,0,0
101182,219015,1064,suppi,600,4,3,550,3
96244,260114,1535,ratni_faridpur,250,3,2,200,100
101392,232159,1240,mairwa,532,3,3,16,4
96340,249237,1448,kudra,43,3,2,10,25
93850,221995,1118,sikti,317,4,2,285,45
100567,234249,1264,dariapur,7000,3,2,4000,0
99732,251243,1461,bikramganj,32,3,2,20,0
93689,221631,1113,forbesganj,235,4,2,205,15
99824,251866,1467,kargahar,200,4,2,50,10
98856,245611,1405,bikram,850,4,2,100,0
99927,252414,1471,sasaram,450,4,2,400,20
99729,251228,1461,bikramganj,178,3,2,150,2
96345,249269,1448,kudra,1050,1,2,5,10
97766,229149,1208,katra,863,3,2,816,297
101245,231513,1231,barharia,805,3,2,385,0
100781,234112,1263,parsa,420,3,2,240,40
96629,225377,1149,pranpur,319,4,2,285,32
101392,232118,1240,mairwa,249,3,3,100,20
96344,249164,1448,kudra,185,3,2,80,0
94520,239118,1336,kahalgaon,800,4,2,500,11
101007,219696,1076,charaut,2000,3,2,0,500
101007,219697,1076,charaut,0,3,4,0,0
94110,242391,1355,bausi,85,3,2,70,25
99942,252263,1470,sheosagar,0,5,4,0,0
99337,218714,1057,mehsi,897,4,3,897,0
101398,231288,1229,nautan,184,4,2,184,10
99980,226415,1174,kahara,2103,4,2,2100,91
94938,247665,1433,tarari,272,4,2,0,22
99733,251157,1461,bikramganj,540,4,3,0,0
101224,231512,1231,barharia,238,4,4,50,100
98980,245885,1408,masaurhi,100,4,2,90,5
95052,248700,1444,itarhi,417,4,2,123,0
100064,226610,1178,simri_bakhtiarpur,1339,3,2,0,45
95673,257098,1509,mohanpur,5000,3,2,2,28
96190,260223,1536,jehanabad,350,3,2,300,30
94935,247696,1433,tarari,4112,4,2,0,570
94935,247709,1433,tarari,509,3,4,0,0
99736,251221,1461,bikramganj,196,4,2,196,0
96340,249231,1448,kudra,0,5,4,0,0
96273,249981,1453,bhabua,50,2,2,0,0
96273,249980,1453,bhabua,50,2,2,0,40
94799,247150,1427,behea,1373,4,2,500,5
96284,250026,1453,bhabua,159,4,2,50,60
96274,250159,1453,bhabua,18,2,2,0,1
96274,250022,1453,bhabua,0,2,4,0,0
96274,250023,1453,bhabua,0,5,4,0,0
96274,250028,1453,bhabua,0,5,4,0,0
96656,238548,1322,alauli,1253,3,2,963,0
99960,252627,1474,tilouthu,182,4,2,150,0
95713,256304,1503,sherghati,200,2,2,50,0
94937,247643,1433,tarari,248,3,2,53,5
98023,228388,1202,saraiya,4500,4,2,2375,200
94351,237651,1308,bhagwanpur,2000,4,2,300,0
96648,238552,1322,alauli,3700,2,2,1202,32
94185,241366,1351,phulidumar,25,4,2,0,20
100749,233720,1259,nagra,100,3,2,30,80
100749,233719,1259,nagra,1251,3,2,100,100
100749,233734,1259,nagra,110,4,2,110,0
100749,233722,1259,nagra,400,4,2,15,15
100749,233721,1259,nagra,245,3,2,103,100
100749,233735,1259,nagra,341,4,2,341,0
100749,233732,1259,nagra,120,4,2,120,0
100749,233716,1259,nagra,118,4,2,118,0
99737,251205,1461,bikramganj,620,4,2,272,605
99737,251184,1461,bikramganj,18,4,2,0,0
99737,251204,1461,bikramganj,80,4,2,20,0
99737,251185,1461,bikramganj,208,4,2,195,0
94535,239199,1336,kahalgaon,250,4,2,200,20
94535,239203,1336,kahalgaon,800,3,2,200,700
94535,239306,1336,kahalgaon,300,3,2,200,5
99738,251196,1461,bikramganj,590,4,2,540,20
99738,251192,1461,bikramganj,252,4,2,211,5
99738,251199,1461,bikramganj,282,4,2,181,0
96327,249513,1450,durgawati,120,4,3,22,0
101335,232192,1241,guthani,300,4,4,100,200
99738,251202,1461,bikramganj,155,4,2,142,6
95621,256024,1501,imamganj,1078,3,2,60,15
95714,256269,1503,sherghati,300,2,2,0,10
101421,231908,1237,pachrukhi,800,4,2,200,500
96218,260511,1540,makhdumpur,800,2,2,100,30
96348,249253,1448,kudra,2715,3,2,400,120
94649,239054,1335,pirpainti,80,4,4,0,49
93691,221558,1113,forbesganj,1846,2,4,600,1325
99997,226390,1173,mahishi,357,2,2,133,55
99830,251702,1467,kargahar,0,5,4,0,0
99830,251700,1467,kargahar,0,5,4,0,0
99830,251698,1467,kargahar,0,5,4,0,0
99830,251701,1467,kargahar,0,5,4,0,0
99830,251695,1467,kargahar,0,5,4,0,0
96449,224866,1146,balrampur,183,4,2,15,10
96449,224865,1146,balrampur,119,4,2,0,12
94353,237648,1308,bhagwanpur,1920,4,2,1730,0
94353,237649,1308,bhagwanpur,250,4,2,250,0
96267,250101,1453,bhabua,2188,4,4,600,0
96284,250037,1453,bhabua,0,5,4,0,0
100567,234254,1264,dariapur,800,3,2,50,0
101263,231804,1235,bhagwanpur_hat,209,3,2,50,0
100071,226624,1178,simri_bakhtiarpur,965,4,2,765,765
99337,218715,1057,mehsi,88,4,3,88,0
95507,256518,1505,bodh_gaya,2595,4,3,450,0
96326,249534,1450,durgawati,386,4,4,0,0
101279,232291,1242,darauli,242,4,2,55,50
96425,225304,1148,azamnagar,540,4,2,365,180
99345,218743,1057,mehsi,1776,4,2,1000,25
95043,248804,1444,itarhi,175,4,2,59,11
99345,218717,1057,mehsi,172,4,2,95,5
99345,218718,1057,mehsi,62,4,2,55,10
99345,218719,1057,mehsi,157,4,2,105,20
94358,237660,1308,bhagwanpur,1,4,2,0,0
94538,239241,1336,kahalgaon,600,4,2,100,10
101401,231301,1229,nautan,136,4,2,125,6
101401,231299,1229,nautan,460,4,2,405,8
101401,231297,1229,nautan,495,4,2,221,210
101401,231298,1229,nautan,221,4,2,221,210
99967,226692,1180,banma_itahri,1312,4,2,610,0
93726,222180,1120,jokihat,218,1,2,2,2
99953,252647,1474,tilouthu,200,4,2,200,25
99815,251403,1462,karakat,310,2,2,300,0
96684,238664,1325,chautham,1064,4,2,978,35
99903,252680,1475,rohtas,860,4,2,500,0
96345,249272,1448,kudra,700,2,3,300,2
99737,251203,1461,bikramganj,400,4,2,255,0
93854,221990,1118,sikti,418,4,2,250,0
96075,258992,1530,jhajha,55,4,2,21,19
96340,249234,1448,kudra,498,3,2,400,8
94935,247698,1433,tarari,120,4,4,0,0
94935,247697,1433,tarari,112,3,2,0,25
100574,234181,1264,dariapur,492,5,2,280,32
95719,256331,1503,sherghati,1000,3,2,110,10
101395,231326,1229,nautan,647,4,2,643,630
94217,240912,1347,rajaun,0,5,4,0,0
97766,229148,1208,katra,547,3,2,474,228
94351,237618,1308,bhagwanpur,1217,4,2,160,10
101316,231563,1232,goriakothi,599,2,2,467,23
101030,219615,1074,dumra,217,4,2,175,5
94351,237625,1308,bhagwanpur,4240,4,2,540,10
96425,225303,1148,azamnagar,220,4,2,200,0
101320,231619,1232,goriakothi,310,3,2,25,12
101320,231620,1232,goriakothi,380,3,2,300,2
99755,251104,1459,dawath,155,4,2,152,0
95720,256266,1503,sherghati,1452,3,2,150,100
96345,249270,1448,kudra,700,1,2,0,10
101320,231618,1232,goriakothi,577,4,2,577,0
101320,231623,1232,goriakothi,250,4,2,200,54
101320,231621,1232,goriakothi,415,4,2,145,25
101320,231622,1232,goriakothi,170,4,2,100,21
95581,255510,1497,guraru,400,4,2,45,0
94937,247634,1433,tarari,68,4,2,65,6
100576,234278,1264,dariapur,420,4,2,400,0
96326,249537,1450,durgawati,35,3,2,20,0
95579,255519,1497,guraru,205,4,2,170,5
94351,237665,1308,bhagwanpur,1808,4,4,0,0
94351,237666,1308,bhagwanpur,405,4,4,0,0
96274,250019,1453,bhabua,0,5,4,0,0
94360,237675,1308,bhagwanpur,1302,4,2,215,0
99957,252606,1474,tilouthu,2100,3,3,2000,0
93815,221715,1115,raniganj,80,4,4,60,15
93815,221714,1115,raniganj,2506,4,4,1200,0
99832,251855,1467,kargahar,162,4,2,0,0
101319,231554,1232,goriakothi,870,4,3,800,20
94706,240349,1344,sonhaula,1540,2,2,50,0
99733,251156,1461,bikramganj,195,4,2,0,2
99860,251405,1463,nasriganj,112,4,2,112,2
99860,251407,1463,nasriganj,360,4,2,360,0
99860,251406,1463,nasriganj,312,4,2,312,0
99958,252633,1474,tilouthu,900,4,2,50,3
99958,252638,1474,tilouthu,700,2,2,600,453
94799,247132,1427,behea,2308,4,3,280,0
99953,252645,1474,tilouthu,1000,4,2,550,0
99953,252642,1474,tilouthu,585,4,2,585,0
101261,231784,1235,bhagwanpur_hat,535,4,2,500,100
99860,251404,1463,nasriganj,225,4,2,225,0
96345,249268,1448,kudra,900,1,2,20,5
94535,239204,1336,kahalgaon,250,3,2,200,50
99337,218716,1057,mehsi,109,4,3,109,0
96341,249293,1448,kudra,152,3,4,50,10
95682,257186,1509,mohanpur,286,3,2,95,95
95682,257167,1509,mohanpur,387,3,2,246,317
99737,251200,1461,bikramganj,300,4,2,50,0
99860,251410,1463,nasriganj,226,4,2,226,0
99860,251408,1463,nasriganj,402,4,2,0,0
100008,226242,1171,nauhatta,280,3,2,220,15
95039,248730,1444,itarhi,116,4,2,80,0
95039,248731,1444,itarhi,211,4,2,180,0
96626,225386,1149,pranpur,0,3,2,0,0
95561,255350,1495,gaya_town_c-d-block,70,3,2,30,6
96327,249516,1450,durgawati,0,5,2,0,0
101339,232250,1241,guthani,1500,3,2,145,25
100570,234239,1264,dariapur,0,4,2,0,0
95046,248722,1444,itarhi,215,4,2,100,15
99988,226386,1173,mahishi,240,4,2,240,100
99988,226347,1173,mahishi,180,4,2,180,0
101390,232142,1240,mairwa,715,3,2,160,4
99988,226360,1173,mahishi,176,4,2,176,10
95501,256581,1505,bodh_gaya,400,4,3,390,40
94351,237626,1308,bhagwanpur,1000,5,4,0,0
94088,241267,1350,banka,136,4,3,116,2
94403,238273,1317,dandari,732,4,2,27,72
96227,260461,1540,makhdumpur,445,4,2,203,82
95460,255931,1500,banke_bazar,4552,4,2,3000,0
95042,248701,1444,itarhi,647,4,3,250,8
101277,232314,1242,darauli,86,4,4,63,20
95677,257257,1509,mohanpur,112,4,2,40,20
94998,248201,1441,buxar,166,4,2,120,0
101936,236059,1282,sahdai_buzurg,3050,3,2,2000,0
94998,248321,1441,buxar,71,4,2,38,5
94351,237616,1308,bhagwanpur,1510,3,2,200,0
96340,249230,1448,kudra,112,3,2,50,0
100567,234268,1264,dariapur,2000,3,2,600,0
99739,251216,1461,bikramganj,165,3,2,165,0
101332,232258,1241,guthani,299,3,2,0,0
99901,252692,1475,rohtas,623,3,2,623,15
99903,252669,1475,rohtas,860,4,2,860,0
95713,256305,1503,sherghati,200,2,2,50,0
94228,240438,1345,shambhuganj,0,4,4,0,0
94783,246857,1423,barhara,740,3,2,600,30
94783,246862,1423,barhara,600,3,2,510,10
94783,246859,1423,barhara,960,3,2,830,60
94783,246858,1423,barhara,110,3,2,90,10
99957,252608,1474,tilouthu,1186,3,3,1000,10
99729,251235,1461,bikramganj,242,3,3,195,242
100570,234272,1264,dariapur,200,4,2,190,50
100083,226562,1177,sonbarsa,199,4,2,100,0
101223,231492,1231,barharia,285,4,3,52,0
94797,247182,1427,behea,750,4,2,50,500
94797,247185,1427,behea,200,3,2,50,0
100858,243995,1375,ghat_kusumbha,276,4,2,220,15
94360,237575,1308,bhagwanpur,0,5,4,0,0
94236,240365,1345,shambhuganj,785,4,2,696,5
101245,231524,1231,barharia,370,3,2,350,0
96326,249554,1450,durgawati,180,4,4,80,0
94792,246842,1423,barhara,342,4,2,240,0
94937,247636,1433,tarari,170,4,2,63,5
94206,241945,1354,katoria,40,3,2,35,3
100055,226587,1178,simri_bakhtiarpur,3580,4,2,3500,85
101285,232344,1242,darauli,75,4,4,72,25
93699,221567,1113,forbesganj,502,4,2,502,0
100567,234274,1264,dariapur,1000,3,2,0,0
101516,221081,1103,chhatapur,4570,4,2,2000,0
101516,221079,1103,chhatapur,9860,4,2,1100,0
101470,232064,1239,ziradei,140,4,2,140,0
101483,232055,1239,ziradei,155,4,2,150,0
94496,237889,1311,teghra,2,2,4,2,2
101280,232268,1242,darauli,490,4,2,200,40
101327,231578,1232,goriakothi,350,4,2,190,22
101327,231615,1232,goriakothi,305,1,2,150,20
101327,231614,1232,goriakothi,350,1,2,90,5
