object_id,health_centres_count
10-228-01373,3
10-228-01374,32
10-228-01375,9
10-228-01376,2
10-228-01377,14
10-229-01378,45
10-229-01379,29
10-229-01380,32
10-229-01381,29
10-229-01382,27
10-229-01383,16
10-229-01384,17
10-229-01385,32
10-229-01386,44
10-229-01387,29
10-229-01388,4
10-229-01389,13
10-229-01390,43
10-229-01391,23
10-229-01392,41
10-229-01393,23
10-229-01394,26
10-229-01395,27
10-229-01396,13
10-229-01397,8
10-230-01398,23
10-230-01399,26
10-230-01400,72
10-230-01401,37
10-230-01402,39
10-230-01403,17
10-230-01404,31
10-230-01405,19
10-230-01406,7
10-230-01407,8
10-230-01408,25
10-230-01409,36
10-230-01410,53
10-230-01411,60
10-230-01412,37
10-230-01413,12
10-230-01414,10
10-230-01415,2
10-230-01416,3
10-230-01417,12
10-230-01418,11
10-230-01419,14
10-230-01420,26
10-231-01421,22
10-231-01422,25
10-231-01423,31
10-231-01424,14
10-231-01425,29
10-231-01426,22
10-231-01427,12
10-231-01428,27
10-231-01429,19
10-231-01430,17
10-231-01431,21
10-231-01432,17
10-231-01433,22
10-231-01434,15
10-232-01435,26
10-232-01436,4
10-232-01437,25
10-232-01438,6
10-232-01439,4
10-232-01440,19
10-232-01441,16
10-232-01442,10
10-232-01443,24
10-232-01444,41
10-232-01445,23
10-233-01446,4
10-233-01447,1
10-233-01448,14
10-233-01449,38
10-233-01450,21
10-233-01451,2
10-233-01452,5
10-233-01453,36
10-233-01454,1
10-233-01455,13
10-233-01456,5
10-234-01457,2
10-234-01458,28
10-234-01459,6
10-234-01460,8
10-234-01461,29
10-234-01462,36
10-234-01463,16
10-234-01464,8
10-234-01465,5
10-234-01466,21
10-234-01467,43
10-234-01468,10
10-234-01469,21
10-234-01470,19
10-234-01471,28
10-234-01472,13
10-234-01473,21
10-234-01474,5
10-234-01475,7
10-235-01476,28
10-235-01477,19
10-235-01478,29
10-235-01479,26
10-235-01480,29
10-235-01481,28
10-235-01482,30
10-235-01483,36
10-235-01484,35
10-235-01485,22
10-235-01486,33
10-236-01487,25
10-236-01488,42
10-236-01489,36
10-236-01490,36
10-236-01491,3
10-236-01492,14
10-236-01493,15
10-236-01494,31
10-236-01495,49
10-236-01496,17
10-236-01497,16
10-236-01498,30
10-236-01499,16
10-236-01500,19
10-236-01501,32
10-236-01502,12
10-236-01503,17
10-236-01504,22
10-236-01505,32
10-236-01506,17
10-236-01507,19
10-236-01508,27
10-236-01509,19
10-236-01510,14
10-237-01511,10
10-237-01512,14
10-237-01513,16
10-237-01514,13
10-237-01515,8
10-237-01516,10
10-237-01517,10
10-237-01518,15
10-237-01519,16
10-237-01520,12
10-237-01521,13
10-237-01522,8
10-237-01523,7
10-237-01524,21
10-238-01525,12
10-238-01526,19
10-238-01527,48
10-238-01528,28
10-238-01529,25
10-238-01530,20
10-238-01531,29
10-238-01532,46
10-238-01533,38
10-238-01534,40
10-239-01535,15
10-239-01536,13
10-239-01537,13
10-239-01538,4
10-239-01539,11
10-239-01540,23
10-239-01541,14
10-240-01542,29
10-240-01543,38
10-240-01544,32
10-240-01545,33
10-240-01546,20
