object_id,school_count
10-229-01382,146
10-229-01383,78
10-229-01384,101
10-229-01385,165
10-229-01386,457
10-229-01387,162
10-229-01388,77
10-229-01389,97
10-229-01390,257
10-229-01391,261
10-229-01392,264
10-229-01393,112
10-229-01394,156
10-229-01395,158
10-229-01396,100
10-229-01397,53
10-230-01398,194
10-230-01399,379
10-230-01400,863
10-230-01401,148
10-230-01402,267
10-230-01403,280
10-230-01404,242
10-230-01405,186
10-230-01406,128
10-230-01407,252
10-230-01408,267
10-230-01409,269
10-230-01410,182
10-230-01411,169
10-230-01412,76
10-230-01413,98
10-230-01414,150
10-230-01415,81
10-230-01416,83
10-230-01417,165
10-230-01418,136
10-230-01419,57
10-230-01420,157
10-231-01421,141
10-231-01422,387
10-231-01423,192
10-231-01424,180
10-231-01425,115
10-231-01426,203
10-231-01427,175
10-231-01428,289
10-231-01429,272
10-231-01430,118
10-231-01431,114
10-231-01432,165
10-231-01433,197
10-231-01434,152
10-232-01435,182
10-232-01436,40
10-232-01437,168
10-232-01438,48
10-232-01439,36
10-232-01440,204
10-232-01441,268
10-232-01442,91
10-232-01443,228
10-232-01444,166
10-232-01445,169
10-233-01446,107
10-233-01447,85
10-233-01448,148
10-233-01449,181
10-233-01450,99
10-233-01451,102
10-233-01452,156
10-233-01453,327
10-233-01454,96
10-233-01455,91
10-233-01456,99
10-234-01457,112
10-234-01458,259
10-234-01459,120
10-234-01460,63
10-234-01461,154
10-234-01462,198
10-234-01463,116
10-234-01464,83
10-234-01465,75
10-234-01466,172
10-234-01467,217
10-234-01468,116
10-234-01469,98
10-234-01470,183
10-234-01471,296
10-234-01472,115
10-234-01473,200
10-234-01474,102
10-234-01475,83
10-235-01476,185
10-235-01477,143
10-235-01478,199
10-235-01479,300
10-235-01480,224
10-235-01481,266
10-235-01482,212
10-235-01483,362
10-235-01484,221
10-235-01485,196
10-235-01486,213
10-236-01487,177
10-236-01488,270
10-236-01489,253
10-236-01490,179
10-236-01491,95
10-236-01492,105
10-236-01493,93
10-236-01494,204
10-236-01495,428
10-236-01496,117
10-236-01497,129
10-236-01498,187
10-236-01499,111
10-236-01500,137
10-236-01501,179
10-236-01502,145
10-236-01503,115
10-236-01504,140
10-236-01505,208
10-236-01506,108
10-236-01507,203
10-236-01508,234
10-236-01509,215
10-236-01510,142
10-237-01511,121
10-237-01512,324
10-237-01513,190
10-237-01514,82
10-237-01515,152
10-237-01516,154
10-237-01517,147
10-237-01518,108
10-237-01519,188
10-237-01520,163
10-237-01521,112
10-237-01522,94
10-237-01523,150
10-237-01524,175
10-238-01525,142
10-238-01526,168
10-238-01527,245
10-238-01528,99
10-238-01529,152
10-238-01530,291
10-238-01531,87
10-238-01532,251
10-238-01533,218
10-238-01534,310
10-239-01535,129
10-239-01536,267
10-239-01537,180
10-239-01538,88
10-239-01539,104
10-239-01540,254
10-239-01541,94
10-240-01542,169
10-240-01543,161
10-240-01544,200
10-240-01545,78
10-240-01546,140
